bug,fix,fix_distance,find_bug_time,fix_bug_time,nloc,CCN,function_numbers,token_count,parameter_count,find_bug_time_day,fix_bug_time_day
95f0b77ef,70479c012b67b89e219c40eddc5dc338b7c447a3,-0.47797653119583045,-0.1473099116541923,-0.3108454355635287,0.11637571437486355,-0.030803061565759144,0.8704984250408371,0.06370678363815799,0.20498715384992636,-0.14730991165419233,-0.3108454355635288
75bf47ebf6b5,ca857cc1d4cf17aba4bbb3b95d35454ad96924b3,-0.47797653119583045,-0.5045897650211428,-0.6188476694676038,-0.4655938471119447,1.3469338739209213,2.3372286480548503,-0.4018816960776846,1.5587278208856816,-0.5045897650211428,-0.6188476694676037
80548b03991f,c4c613ff08d92e72bf64a65ec35a2c3aa1cfcd06,-0.47797653119583045,0.13569686287057364,-0.06687220857586341,1.9070512881804271,-0.490048706727986,-0.596231797973176,2.3386684241807405,-0.4718831796679513,0.1356968628705737,-0.06687220857586343
0d7df906a0e78,e3b5e1ec75234fb6b27708a316cdf69f9fb176a8,-0.47797653119583045,-0.5998147052149072,-0.7009387642401321,0.340210161100559,-0.490048706727986,-0.596231797973176,0.2708133832358949,-0.4718831796679513,-0.5998147052149072,-0.7009387642401321
51fd36738383,9a1ec4eb6f3722a65a267bb7d14c371d73f66c5b,-0.47797653119583045,-0.5640852839941465,-0.6701373030091476,1.2243562256670562,0.4284425835964677,0.8704984250408371,0.9740125353584432,0.20498715384992636,-0.5640852839941464,-0.6701373030091475
dce4551cb2ad,9688f9b020263c4a17471d09bb18e34eccc1c0a5,-0.47797653119583045,-0.8486787585955113,-0.9154783853727115,-0.12984217702340148,-0.490048706727986,-0.596231797973176,-0.05670403008145646,-0.4718831796679513,-0.8486787585955113,-0.9154783853727114
87d5e4155c00,8e96440e8d42da0dab02cae125ea59e2b64c77fe,-0.47797653119583045,-0.6041789254620337,-0.7047010519053808,-0.5551276258022229,-0.490048706727986,-0.596231797973176,-0.5431637175086989,-0.4718831796679513,-0.6041789254620336,-0.7047010519053808
e32ea7e74727,ed0dfffd7dcd3f517b1507929642c2aed4ef00fb,0.9723474374787482,-0.8240891957868131,-0.8413565746963766,2.5897463506937983,-0.490048706727986,-0.596231797973176,3.0611333064984274,-0.4718831796679513,-0.8240891957868131,-0.8413565746963765
b8a7a3a66747,6d4e56ce977864b0fcd28c61555060e6010aa89b,-0.47797653119583045,0.05260610671233657,-0.1385027197069541,2.1420774572424075,-0.490048706727986,-0.596231797973176,2.080186544062635,-0.4718831796679513,0.05260610671233658,-0.13850271970695416
4b94ffdc4163,eb7d78c9e7f6418932bd5fbee45eb46d5ab05002,1.4557887603702744,-0.8547820850031203,-0.818796390182338,3.6305765279682825,-0.490048706727986,-0.596231797973176,3.86387206462919,-0.4718831796679513,-0.8547820850031201,-0.818796390182338
5b06bbcfc2c6,7ee18d677989e99635027cee04c878950e0752b9,0.2955295854306113,-0.7363610544839624,-0.8186520031405334,-0.7901537948642031,-0.490048706727986,-0.596231797973176,-0.7213717218137282,-0.4718831796679513,-0.7363610544839624,-0.8186520031405334
0c72c50f6f93,16a67eb3ec21ddb557d064a6901ec4629e96b94c,1.4557887603702744,-0.0849740405367807,0.35993896083066135,-0.8573041288819118,-0.490048706727986,-0.596231797973176,-0.8096729852081122,-0.4718831796679513,-0.08497404053678068,0.35993896083066135
ed2f549dc0f6,62cbe860c5c381432f0d46f08f39d205074c5edf,-0.47797653119583045,3.230711526714968,2.6012643276616543,-0.8349206842093422,-0.490048706727986,-0.596231797973176,-0.827333237886989,-0.4718831796679513,3.2307115267149684,2.601264327661654
666d5b4c742b,4b92894ee70c9110c083aa60b0663d357495864d,-0.47797653119583045,-0.17018393029261333,-0.3305645682618989,-0.5215524587933685,1.3469338739209213,2.3372286480548503,-0.5592184926713141,2.2355981544035592,-0.17018393029261328,-0.33056456826189884
538af88ea7d9de24,22802bf742c25b1e2473c70b3b99da98af65ef4d,-0.47797653119583045,0.15770877286124163,-0.04789627868300729,-0.26414284505881874,-0.490048706727986,-0.596231797973176,-0.12573956328070207,-0.4718831796679513,0.15770877286124166,-0.04789627868300733
80b28791ff04,f53f41597e57d6989dbefdd494a36867292499aa,-0.47797653119583045,-0.28885801369553316,-0.4328705965760019,-0.23056767804996445,0.4284425835964677,0.8704984250408371,-0.3183968652320852,1.5587278208856816,-0.28885801369553316,-0.43287059657600196
aee636c4809f,19fc99d0c6ba7d9b65456496b5bb2169d5f74cd0,-0.47797653119583045,3.109075185574145,2.4964046093141623,0.4745108291359763,-0.490048706727986,-0.596231797973176,0.27562981578467943,-0.4718831796679513,3.109075185574145,2.496404609314162
d52c9750f150,f09444639099584bc4784dfcd85ada67c6f33e0f,-0.47797653119583045,-0.3965308159539368,-0.5256926891562934,0.25067638241028084,-0.490048706727986,-0.596231797973176,0.29650102349607926,-0.4718831796679513,-0.39653081595393674,-0.5256926891562934
f0f56716fc3e,fd17ed684b6e33312cdcd9270b1fece9df266103,-0.47797653119583045,-0.713229694583194,-0.7987110560568824,-0.6334696821562164,0.4284425835964677,2.3372286480548503,-0.6121992507079445,0.8818574873678039,-0.7132296945831939,-0.7987110560568824
e7175a692765,008c6753f7e070c77c70d708a6bf0255b4381763,-0.47797653119583045,0.46690424175079953,0.21865358197535784,0.13875915904743308,-0.490048706727986,-0.596231797973176,0.11026563160974225,-0.4718831796679513,0.46690424175079964,0.2186535819753578
1256ea18875d,75af23c4736c5633894ea0baf9bca1cf6b248ca4,-0.47797653119583045,2.272321841219435,1.7750599914768428,-0.44321040243937515,-0.490048706727986,-0.596231797973176,-0.5961444755453292,-0.4718831796679513,2.272321841219435,1.7750599914768423
f214f915e7db,a27fd7a8ed3856faaf5a2ff1c8c5f00c0667aaa0,-0.47797653119583045,0.8781204299232005,0.5731530125506784,-0.27533456739510354,-0.490048706727986,-0.596231797973176,-0.1209231307319175,-0.4718831796679513,0.8781204299232005,0.5731530125506783
36e8164882ca,06cf35f903aa6da0cc8d9f81e9bcd1f7e1b534bb,-0.47797653119583045,-0.05369576355155163,-0.23014296530409753,-0.7565786278553488,-0.490048706727986,-0.596231797973176,-0.769536047301574,-0.4718831796679513,-0.05369576355155165,-0.23014296530409759
724b2aa15126,bf50082c15eb2bc47d1922e70f424c57f36646d5,-0.47797653119583045,-0.368264618992648,-0.5013250912466856,1.6496416744458775,-0.490048706727986,-0.596231797973176,1.890740197143775,-0.4718831796679513,-0.368264618992648,-0.5013250912466855
3fb69c6a1a13,f2b67ef90b0d5eca0f2255e02cf2f620bc0ddcdb,0.8112003304928277,0.4634416092537876,1.5092778968671738,-0.499169014120799,-0.490048706727986,-0.596231797973176,-0.4115145611752537,-0.4718831796679513,0.46344160925378747,1.5092778968671734
a98ee79317b4,c7f7e2feffb0294302041507dfd5fc15f01afccc,1.4557887603702744,-0.19081083855228345,-0.1039125524682043,-0.7789620725279184,-0.490048706727986,-0.596231797973176,-0.7615086597202664,-0.4718831796679513,-0.19081083855228342,-0.10391255246820431
ce4a4e565f52,5dd0b16cdaff9b94da06074d5888b03235c0bf17,-0.47797653119583045,-0.7889836613741849,-0.8640167002986147,0.40736049511826766,1.3469338739209213,2.3372286480548503,0.07333964873572715,1.5587278208856816,-0.7889836613741849,-0.8640167002986147
f6e6ab1d16ec,5b43af6d25461d7de293e0704d3b4631dda9b1e8,-0.47797653119583045,-0.7608872649312663,-0.8397954832679824,-0.5551276258022229,-0.490048706727986,-0.596231797973176,-0.6041718631266368,-0.4718831796679513,-0.7608872649312665,-0.8397954832679824
947cbb0ac242,4671fc6d47e0a0108fe24a4d830347d6a6ef4aa7,-0.47797653119583045,1.538058721326626,1.1420696925022042,0.11637571437486355,5.020899035218736,2.3372286480548503,0.12310945173983445,3.5893388214393145,1.5380587213266261,1.1420696925022042
7533fdc0f77f,b47c62c5de2bc43a26bcaca8d7a93bf9dee66ffe,-0.47797653119583045,-0.8347790153675535,-0.903495756280813,1.7503671754724404,-0.490048706727986,-0.596231797973176,1.4990036831759623,-0.4718831796679513,-0.8347790153675535,-0.903495756280813
5aa3771ded54,7422edce73559d2985f322145c865cea2da3c152,-0.47797653119583045,-0.6283369521065649,-0.7255270965398867,-0.32010145674024265,-0.490048706727986,-0.596231797973176,-0.1337669508620097,-0.4718831796679513,-0.6283369521065648,-0.7255270965398867
7f26cb88014a,a9a251c2aea5aaeb004eac4e6c2b86383347ce9f,-0.47797653119583045,-0.8478029656835082,-0.9147233856972686,-0.7230034608464945,0.4284425835964677,2.3372286480548503,-0.6796293063909286,1.5587278208856816,-0.8478029656835082,-0.9147233856972686
692d7b5d1f91,46a1695960d0600d58da7af33c65f24f3d839674,0.488906114587222,-0.21232293560962132,8.267131253379532e-05,2.847155964428348,-0.490048706727986,-0.596231797973176,2.831550021673029,-0.4718831796679513,-0.21232293560962126,8.267131253364963e-05
2c87d6a94d16,6457c20e336867fc90286d35bddcc9c0b0aaa936,-0.47797653119583045,-0.7940519466537821,-0.8683859452293547,-0.5327441811296534,-0.490048706727986,-0.596231797973176,-0.4837610494070224,-0.4718831796679513,-0.7940519466537821,-0.8683859452293546
e525f8a6e696,9d0ca444d0b317d31acf6f8fc18ac6f478518924,1.4557887603702744,0.3687148273537958,0.6740617763906097,-0.29771801206767307,-0.490048706727986,-0.596231797973176,-0.30073661255320844,-0.4718831796679513,0.36871482735379585,0.6740617763906095
6b59808bfe48,197f6accacdaf9a0cf4da3c4ac8dd788633c0e38,-0.47797653119583045,-0.8300527403261494,-0.8994213500217441,-0.43201868010309036,-0.490048706727986,-0.596231797973176,-0.3938543084963769,-0.4718831796679513,-0.8300527403261494,-0.899421350021744
5335ba5cf475,c0a717f23dccdb6e3b03471bc846fdc636f2b353,1.2624122312136639,-0.8370267039546531,0.8898537764962635,1.8622843988352882,2.724670809407602,0.8704984250408371,1.9212442699527439,0.20498715384992636,-0.8370267039546531,0.8898537764962633
bd3dda9ab0fb,3a9e9a47092e302f3c75ababebfc16e196400a93,-0.47797653119583045,-0.7330314995294209,-0.8157817083796894,-0.7565786278553488,0.8876882287586946,0.8704984250408371,-0.6282540258705598,-0.4718831796679513,-0.7330314995294209,-0.8157817083796894
9445464bb831,b6af53b7d6fa40262c16753fe2781a3e792d5e1b,-0.47797653119583045,-0.6297489368938305,-0.7267443341328211,-0.7901537948642031,-0.490048706727986,-0.596231797973176,-0.6330704584193443,-0.4718831796679513,-0.6297489368938304,-0.726744334132821
5a3ad937bc78,6530a5eb99954699743885e800d88be88752d1ab,1.4557887603702744,-0.8547847351247179,-0.5447364095129658,-0.7341951831827792,1.8061795190831482,0.8704984250408371,-0.6732073963258824,1.5587278208856816,-0.8547847351247179,-0.5447364095129658
5de73ee46704,326ce603015eefaa86fc6e490f43638e1010a838,0.488906114587222,-0.5887249100090272,-0.4870294448832554,1.2579313926759104,0.8876882287586946,0.8704984250408371,0.8503907666063057,1.5587278208856816,-0.5887249100090272,-0.48702944488325534
931bc0d91639f8fb,db0acbc475f06c775682ba969ab338e1efa2ae96,-0.47797653119583045,-0.2356239129294497,-0.3869787787158207,-0.4208269577668056,-0.490048706727986,-0.596231797973176,-0.6282540258705598,-0.4718831796679513,-0.23562391292944962,-0.3869787787158207
0f5a5712ad1e,10715127e4f6f5e0e78f2e6d575e5238a3cc9a1f,-0.47797653119583045,-0.7387585568541825,-0.8207188645979875,0.3290184387642742,0.4284425835964677,2.3372286480548503,0.3687475117278479,-0.4718831796679513,-0.7387585568541825,-0.8207188645979875
db65a3aaf29e,aa3a022094fac7f6e48050e139fa8a5a2e3265ce,-0.47797653119583045,0.02530927604746495,-0.1620346506122399,-0.45440212477565994,-0.490048706727986,-0.596231797973176,-0.44362411150048425,-0.4718831796679513,0.025309276047464923,-0.16203465061223998
acc9ab601327,917dc6068bc12a2dafffcf0e9d405ddb1b8780cb,0.8112003304928277,1.0326734332064516,0.8814027314936118,-0.7453869055190641,-0.490048706727986,-0.596231797973176,-0.6908676490047593,-0.4718831796679513,1.0326734332064516,0.8814027314936117
b5e2ced9bf81,806e30873f0e74d9d41b0ef761bd4d3e55c7d510,-0.47797653119583045,-0.8386992679710181,-0.9068753102857662,-0.7230034608464945,-0.030803061565759144,0.8704984250408371,-0.6619690537120518,0.20498715384992636,-0.8386992679710181,-0.9068753102857662
c5c4d92e70f3,0099103926b68e6675a1be4644848f5b1c1b6f97,0.488906114587222,-0.8022349439391949,-0.8301384160064834,0.78787905455195,0.8876882287586946,2.3372286480548503,1.0045166081674122,0.8818574873678039,-0.8022349439391949,-0.8301384160064834
2bcd3ecab773,ce0210c12433031aba3bbacd75f4c02ab77f2004,0.2955295854306113,-0.64428386126633,-0.6398704892155839,-0.30890973440395786,0.8876882287586946,2.3372286480548503,-0.2622051521629318,1.5587278208856816,-0.64428386126633,-0.6398704892155839
1690d8bb91e37,8cbd468bdeb5ed3acac2d7a9f7494d5b77e46297,-0.47797653119583045,-0.4944034685439694,-0.610066312106946,-0.1186504546871167,-0.490048706727986,-0.596231797973176,-0.1690874562197633,-0.4718831796679513,-0.4944034685439693,-0.6100663121069458
5130c6e55531,1334bb94cd8a21217cb0c186925f9bc9d47adafc,-0.47797653119583045,-0.7228391318645873,-0.8069951171964576,1.761558897808725,-0.490048706727986,-0.596231797973176,0.8230976488298598,-0.4718831796679513,-0.7228391318645873,-0.8069951171964576
31847b67bec0,f6aad2615c8c4ed806e70693adacb6c93f13564a,-0.47797653119583045,0.19530330147844913,-0.015486953926657344,2.209227791260116,-0.490048706727986,-0.596231797973176,2.198991880265988,-0.4718831796679513,0.19530330147844915,-0.015486953926657387
f632a8170a6b,9787aed57dd33ba5c15a713c2c50e78baeb5052d,-0.47797653119583045,-0.9466963487449247,-0.9999769554527507,-0.9356461852359051,-0.490048706727986,-0.596231797973176,-0.9172399787976344,-0.4718831796679513,-0.9466963487449247,-0.9999769554527506
bf7696a12071,dd242a080d178c36442a0bb28b6acf6f126d0569,0.488906114587222,0.2012441031560741,0.2637729540848494,-0.6446614044925011,-0.030803061565759144,0.8704984250408371,-0.6940786040372823,0.20498715384992636,0.20124410315607416,0.26377295408484935
c7ab0b8088d7,a24cae7012b59bfe1aed01fe3fc13d81b7b97b08,-0.47797653119583045,-0.5538541763699569,-0.6613173150533004,-0.05150012066940806,0.8876882287586946,0.8704984250408371,0.034808188345450526,0.8818574873678039,-0.5538541763699569,-0.6613173150533004
cd21379b1698,0af205ea6c35ad540d638351ce37457e3ee2bac8,3.389554051936379,-0.2743649323338602,-0.4185896547617084,-0.8013455172004879,-0.490048706727986,-0.596231797973176,-0.6619690537120518,-0.4718831796679513,-0.2743649323338602,-0.4185896547617084
3bd4f9112f87,0caa7616a6aca449dd68b58cb29bd491d296c2d5,-0.47797653119583045,-0.6341219266342438,-0.7305141817640101,-0.8684958512181965,-0.490048706727986,-0.596231797973176,-0.8177003727894199,-0.4718831796679513,-0.6341219266342438,-0.7305141817640101
c6cd0eefb27b,6cab7a37f5c048bb2a768f24b0ec748b052fda09,-0.47797653119583045,0.9423230466940465,0.6285005201180811,-0.05150012066940806,-0.490048706727986,-0.596231797973176,-0.08881358040668698,-0.4718831796679513,0.9423230466940468,0.6285005201180811
